point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule
141,7. Objective/work envelope,Earlier Work Envelope generalized beyond literal work.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0141,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
142,7. Objective/work envelope,Objective ID.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0142,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
143,7. Objective/work envelope,Goal ID.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0143,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
144,7. Objective/work envelope,Goal description.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0144,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
145,7. Objective/work envelope,Turn ID.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0145,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
146,7. Objective/work envelope,Work/session ID where applicable.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0146,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
147,7. Objective/work envelope,Done criteria.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0147,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
148,7. Objective/work envelope,Current status.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0148,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
149,7. Objective/work envelope,Current strategy.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0149,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
150,7. Objective/work envelope,Active hypothesis.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0150,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
151,7. Objective/work envelope,Decision context.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0151,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
152,7. Objective/work envelope,Interaction type.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0152,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
153,7. Objective/work envelope,Jev supervision policy.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0153,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
154,7. Objective/work envelope,Jev admission result.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0154,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
155,7. Objective/work envelope,Jev admission confidence.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0155,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
156,7. Objective/work envelope,Allowed/priority event types.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0156,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
157,7. Objective/work envelope,Current risk/consequence state.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0157,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
158,7. Objective/work envelope,Current reversibility state.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0158,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
159,7. Objective/work envelope,Current completion evidence.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0159,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
160,7. Objective/work envelope,Active Jev decision/freshness state.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0160,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
161,8. Structured event bus,Dedicated jev_event_bus.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0161,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
162,8. Structured event bus,Event bus generated by Hermes/runtime internals.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0162,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
163,8. Structured event bus,No dependence on parsing arbitrary assistant prose for decisions.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0163,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
164,8. Structured event bus,No scan-generated-text-and-guess-whether-a-decision-happened architecture.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0164,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
165,8. Structured event bus,Decision event generation independent from model voluntarily remembering to call Jev.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0165,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
166,8. Structured event bus,Runtime-generated structured events.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0166,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
167,8. Structured event bus,Automatic structured event emission.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0167,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
168,8. Structured event bus,Events associated with turn_id.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0168,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
169,8. Structured event bus,Events associated with objective/work IDs.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0169,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
170,8. Structured event bus,Events associated with decision IDs when applicable.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0170,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
171,8. Structured event bus,Events sequenced/versioned.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0171,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
172,8. Structured event bus,Event timestamps.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0172,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
173,8. Structured event bus,Event state provenance.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0173,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
174,8. Structured event bus,Events feed local router regardless of whether they reach remote Jev.,T05,Structured Hermes event bus and high-value event taxonomy,Phase 2 — event substrate,T05-R0174,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
