point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule,implementation_status,implementation_artifact,implementation_verification
92,4. Interaction type separate from decision context,SIMULATION decision context.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0092,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
93,4. Interaction type separate from decision context,ADVISORY decision context.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0093,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
94,4. Interaction type separate from decision context,WORK decision context.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0094,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
95,4. Interaction type separate from decision context,Potential EXTERNAL/consequential decision context.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0095,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
96,4. Interaction type separate from decision context,Conversational-looking work can still receive decision supervision.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0096,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
97,4. Interaction type separate from decision context,Operational-looking activity can still remain Jev-free if no meaningful decision exists.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0097,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
98,4. Interaction type separate from decision context,Research generally stays outside Jev unless research results control subsequent work.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0098,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
99,4. Interaction type separate from decision context,Brainstorming generally remains Jev-free.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0099,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
100,4. Interaction type separate from decision context,Moving from brainstorming to implementation may create a decision plane.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0100,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
101,4. Interaction type separate from decision context,Read-only activity does not automatically imply Jev supervision.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0101,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
102,4. Interaction type separate from decision context,Tool usage does not automatically imply Jev supervision.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0102,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
103,4. Interaction type separate from decision context,Mutation intent is a strong signal but not sufficient alone.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0103,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
104,4. Interaction type separate from decision context,External-state changes are stronger Jev candidates.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0104,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
105,4. Interaction type separate from decision context,Consequential external-state decisions receive elevated priority.,T03,Decision-plane and accountability semantics,Phase 1 — foundation,T03-R0105,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
106,5. Roleplay handling,Explicit Actor Plane.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0106,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
107,5. Roleplay handling,Explicit Director Plane.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0107,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
108,5. Roleplay handling,Roleplay dialogue stays in Actor Plane.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0108,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
109,5. Roleplay handling,Actor Plane dialogue does not become Jev decision events.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0109,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
110,5. Roleplay handling,Imaginary in-character decisions do not automatically invoke Jev.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0110,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
111,5. Roleplay handling,Roleplay transcript not continuously forwarded to Jev.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0111,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
112,5. Roleplay handling,Roleplay objectives can maintain a separate Director Plane.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0112,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
113,5. Roleplay handling,Director Plane may contain accountable real-world training objectives.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0113,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
114,5. Roleplay handling,Director Plane decisions may be Jev-eligible.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0114,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
115,5. Roleplay handling,Example director decisions include changing exercise difficulty.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0115,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
116,5. Roleplay handling,Example director decisions include switching objection categories.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0116,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
117,5. Roleplay handling,Example director decisions include repetition versus advancement.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0117,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
118,5. Roleplay handling,Example director decisions include stopping for critique.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0118,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
119,5. Roleplay handling,Simulation default Jev policy is off or observation-only.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0119,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
120,5. Roleplay handling,Optional simulation policy director_only.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0120,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
121,5. Roleplay handling,Roleplay decision scope distinguishable from fictional content.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0121,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
122,5. Roleplay handling,Jev never decides what Hermes should literally say next merely because Hermes is speaking.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0122,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
123,5. Roleplay handling,Jev supervises real decisions that occur around the roleplay when appropriate.,T04,"Roleplay director plane, decision scope, and objective envelope",Phase 1 — foundation,T04-R0123,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/schemas.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
